word,valence,arousal,dominance
leave,-0.2,0.15,-0.2
leeches,-0.55,0.4,-0.45
leer,-0.6,0.1,-0.4
leery,0.3,0.7,-0.1
legal,0.6,0.1,0.2
legalized,0.05,0.525,0.175
legislator,0.6,0.1,0.2
legislature,0.6,0.1,0.2
legitimacy,0.6,0.1,0.2
leisure,0.475,0.475,0.225
lemon,-0.6,0.1,-0.4
lender,0.6,0.1,0.2
leprosy,-0.6,0.1333,-0.4
lesbian,-0.65,-0.15,-0.35
lessen,0.2,0.5,0.3
lesser,-0.6,0.1,-0.4
lesson,0.4,0.3,0.25
lethal,-0.6,0.1333,-0.4
lethargy,-0.7,-0.4,-0.3
letter,0.2,0.5,0.3
lettered,0.4,0.3,0.25
leukemia,-0.6333,0.3333,-0.1
levee,0.6,0.1,0.2
level,0.6,0.1,0.2
lewd,-0.6,0.1,-0.4
liar,-0.6,0.1,-0.4
libel,-0.2,0.5,0.0667
liberate,0.24,0.52,0.28
liberation,0.4333,0.6,0.2333
liberty,0.475,0.475,0.225
lick,-0.6,0.1,-0.4
lie,-0.6667,0.1333,-0.0667
lieutenant,0.6,0.1,0.2
lifeless,-0.6,0.15,-0.4
lightning,-0.3,0.7,-0.0333
liking,0.7,0.35,0.35
limited,-0.7,0.15,0.1
lines,-0.5,0.7,-0.5
linger,0.2,0.5,0.3
linguist,0.6,0.1,0.2
lion,-0.5,0.7,-0.5
liquor,-0.2,0.3,0.2333
listless,-0.7,-0.4,-0.3
litigate,-0.46,0.32,-0.08
litigious,-0.65,0.4,0.05
livid,-0.65,0.4,0.05
loath,-0.7,0.7,0.5
loathe,-0.65,0.4,0.05
loathing,-0.6,0.1,-0.4
loathsome,-0.65,0.4,0.05
localize,0.2,0.5,0.3
lockup,-0.6,0.15,-0.4
locust,-0.5,0.7,-0.5
lodging,0.6,0.1,0.2
lone,-0.7,-0.4,-0.3
loneliness,-0.6,0.15,-0.4
lonely,-0.625,0.275,-0.175
lonesome,-0.7,-0.4,-0.3
long,0.2,0.5,0.3
longing,-0.25,0.05,0.0
loo,-0.6,0.1,-0.4
loom,-0.15,0.6,-0.1
loon,-0.6,0.1,-0.4
lord,0.0,0.1,-0.1
lose,-0.44,0.36,-0.16
losing,-0.7,0.15,0.1
loss,-0.6333,0.3333,-0.1
lost,-0.7,-0.4,-0.3
lottery,0.2,0.5,0.3
loudness,-0.7,0.7,0.5
louse,-0.6,0.1,-0.4
lovable,0.7,0.35,0.35
love,0.8,0.6,0.5
lovely,0.24,0.3,0.12
lovemaking,0.7,0.35,0.35
lover,0.5333,0.4,0.3333
loving,0.7,0.35,0.35
lower,-0.7,-0.4,-0.3
lowest,-0.7,-0.4,-0.3
lowly,-0.7,-0.4,-0.3
loyal,0.3,0.525,0.025
loyalty,0.6,0.1,0.2
luck,0.4333,0.6,0.2333
lucky,0.55,0.65,0.2
lull,0.2,0.5,0.3
lumpy,-0.6,0.1,-0.4
lunacy,-0.625,0.275,-0.175
lunatic,-0.6,0.5,-0.1333
lunge,0.3,0.7,-0.1
lurid,-0.6,0.1,-0.4
luscious,0.5,0.55,0.4
lush,-0.65,-0.15,-0.35
lust,0.2,0.5,0.3
luster,0.8,0.6,0.5
lusty,-0.6,0.1,-0.4
luxurious,0.8,0.6,0.5
luxury,0.8,0.6,0.5
lying,-0.65,0.4,0.05
lynch,-0.625,0.275,-0.175
lyre,0.8,0.6,0.5
lyrical,0.8,0.6,0.5
mace,-0.5,0.7,-0.5
machine,0.6,0.1,0.2
mad,-0.625,0.275,-0.175
madden,-0.6,0.7,0.0
madman,-0.6,0.7,0.0
madness,-0.6,0.7,0.0
mafia,-0.5,0.7,-0.5
mage,-0.5,0.7,-0.5
maggot,-0.6,0.1,-0.4
magical,0.4333,0.6,0.2333
magician,0.3,0.7,-0.1
magnet,0.6,0.1,0.2
magnificence,0.5333,0.4,0.3333
magnificent,0.475,0.475,0.225
mail,0.2,0.5,0.3
mainstay,0.6,0.1,0.2
maintenance,0.6,0.1,0.2
majestic,0.475,0.475,0.225
majesty,0.6,0.1,0.2
majority,0.7,0.35,0.35
malaise,-0.7,-0.4,-0.3
malaria,-0.6,0.1333,-0.4
malevolent,-0.625,0.275,-0.175
malfeasance,-0.6,0.1,-0.4
malice,-0.6,0.7,0.0
malicious,-0.625,0.275,-0.175
malign,-0.65,0.4,0.05
malignancy,-0.6,0.15,-0.4
malignant,-0.6,0.7,0.0
malpractice,-0.7,0.7,0.5
mamma,0.6,0.1,0.2
manage,0.6,0.1,0.2
management,0.6,0.1,0.2
mandamus,-0.5,0.7,-0.5
mandarin,0.6,0.1,0.2
mange,-0.55,0.4,-0.45
mangle,-0.625,0.275,-0.175
maniac,-0.6,0.7,0.0
manifestation,-0.5,0.7,-0.5
manipulation,-0.6,0.7,0.0
manslaughter,-0.44,0.36,-0.16
manual,0.6,0.1,0.2
manure,-0.6,0.1,-0.4
margin,-0.7,-0.4,-0.3
marine,0.6,0.1,0.2
marriage,0.5333,0.4,0.3333
marrow,0.7,0.35,0.35
marry,0.28,0.52,0.08
marshal,0.6,0.1,0.2
martial,-0.7,0.7,0.5
martyr,-0.6,0.15,-0.4
martyrdom,-0.6,0.15,-0.4
marvel,0.3,0.7,-0.1
marvelous,0.8,0.6,0.5
marvelously,0.8,0.6,0.5
masochism,-0.6,0.5,-0.1333
massacre,-0.625,0.275,-0.175
massage,0.8,0.6,0.5
masterpiece,0.8,0.6,0.5
mastery,0.2333,0.4667,0.4
matchmaker,0.2,0.5,0.3
mate,0.6,0.1,0.2
materialist,-0.6,0.1,-0.4
maternal,0.2,0.5,0.3
mathematical,0.6,0.1,0.2
matrimony,0.5333,0.4,0.3333
matron,0.6,0.1,0.2
mausoleum,-0.7,-0.4,-0.3
maxim,0.6,0.1,0.2
meaningless,-0.7,-0.4,-0.3
measles,-0.6,0.1333,-0.4
measure,0.6,0.1,0.2
measured,0.6,0.1,0.2
medal,0.475,0.475,0.225
meddle,-0.7,0.7,0.5
mediate,0.4,0.3,0.25
mediator,0.4,0.3,0.25
medical,0.1,0.4333,0.0
meditate,0.5333,0.4,0.3333
meek,-0.7,-0.4,-0.3
melancholic,-0.7,-0.4,-0.3
melancholy,-0.7,-0.4,-0.3
melee,-0.5,0.7,-0.5
melodrama,-0.7,0.15,0.1
meltdown,-0.7,-0.4,-0.3
memorable,0.5667,0.4667,0.2
memorials,-0.7,-0.4,-0.3
menace,-0.6,0.7,0.0
menacing,-0.6,0.7,0.0
mentor,0.6,0.1,0.2
mercenary,-0.5,0.7,-0.5
merchant,0.6,0.1,0.2
merciless,-0.5,0.7,-0.5
merge,0.2,0.5,0.3
merit,0.6,0.1,0.2
meritorious,0.7,0.35,0.35
merriment,0.55,0.65,0.2
merry,0.8,0.6,0.5
mess,-0.6,0.1,-0.4
messenger,0.6,0.1,0.2
messy,-0.6,0.1,-0.4
microscope,0.6,0.1,0.2
midwife,0.5333,0.4,0.3333
mighty,0.05,0.525,0.175
mildew,-0.6,0.1,-0.4
military,-0.5,0.7,-0.5
militia,-0.6333,0.3333,-0.1
mill,0.2,0.5,0.3
mimicry,0.3,0.7,-0.1
ministry,0.7,0.35,0.35
miracle,0.475,0.475,0.225
miraculous,0.55,0.65,0.2
mire,-0.6,0.1,-0.4
mirth,0.8,0.6,0.5
misbehavior,-0.3333,0.5,-0.0
miscarriage,-0.6,0.15,-0.4
misconception,-0.6,0.5,-0.1333
misconduct,-0.6,0.1,-0.4
miserable,-0.6667,0.1333,-0.0667
miserably,-0.7,-0.4,-0.3
misery,-0.625,0.275,-0.175
misfortune,-0.6,0.15,-0.4
misguided,-0.6,0.1,-0.4
mishap,-0.375,0.275,-0.325
mislead,-0.2,0.5,0.0667
misleading,-0.65,0.4,0.05
misplace,-0.65,0.4,0.05
misrepresentation,-0.7,-0.4,-0.3
misrepresented,-0.7,0.7,0.5
missile,-0.5,0.7,-0.5
missing,-0.6,0.15,-0.4
misstatement,-0.65,0.4,0.05
mistake,-0.7,-0.4,-0.3
mistaken,-0.5,0.7,-0.5
mistress,-0.65,0.4,0.05
mistrust,-0.55,0.4,-0.45
misunderstanding,-0.7,0.15,0.1
mite,-0.6,0.1,-0.4
moan,-0.6,0.15,-0.4
moat,0.6,0.1,0.2
mob,-0.6,0.7,0.0
mobile,0.2,0.5,0.3
mockery,-0.6,0.1,-0.4
mocking,-0.6667,0.1333,-0.0667
moderator,0.6,0.1,0.2
modest,0.6,0.1,0.2
modify,0.3,0.7,-0.1
molestation,-0.625,0.275,-0.175
momentum,0.2,0.5,0.3
monetary,0.2,0.5,0.3
money,0.24,0.52,0.28
monk,0.6,0.1,0.2
monochrome,-0.6,0.1,-0.4
monogamy,0.6,0.1,0.2
monsoon,-0.7,-0.4,-0.3
monster,-0.5,0.7,-0.5
monstrosity,-0.375,0.55,-0.125
moody,-0.7,0.15,0.1
moorings,0.6,0.1,0.2
moral,-0.05,0.4,0.35
morality,0.6,0.1,0.2
morals,0.1,0.45,0.1667
morbid,-0.7,-0.4,-0.3
morbidity,-0.625,0.275,-0.175
morgue,-0.6,0.1333,-0.4
moribund,-0.7,-0.4,-0.3
morn,0.2,0.5,0.3
morrow,0.2,0.5,0.3
mortality,-0.6333,0.3333,-0.1
mortgage,-0.5,0.7,-0.5
mortgagee,0.6,0.1,0.2
mortgagor,-0.5,0.7,-0.5
mortification,-0.4,0.225,-0.225
mortuary,-0.6,0.15,-0.4
mosque,-0.7,0.7,0.5
mosquito,-0.65,0.4,0.05
mother,0.225,0.2,0.175
motherhood,0.7,0.35,0.35
motion,0.2,0.5,0.3
mountain,0.2,0.5,0.3
mourn,-0.7,-0.4,-0.3
mournful,-0.6333,0.3333,-0.1
mourning,-0.7,-0.4,-0.3
mouth,0.3,0.7,-0.1
mouthful,-0.6,0.1,-0.4
muck,-0.6,0.1,-0.4
mucous,-0.6,0.1,-0.4
mucus,-0.6,0.1,-0.4
muddy,-0.6,0.1,-0.4
muff,-0.65,0.4,0.05
mug,-0.6333,0.3333,-0.1
mule,-0.05,0.4,0.35
mum,-0.5,0.7,-0.5
murder,-0.44,0.36,-0.16
murderer,-0.625,0.275,-0.175
murderous,-0.44,0.36,-0.16
murky,-0.65,-0.15,-0.35
music,0.05,0.1,0.1
musical,0.0833,0.3667,0.1833
musket,-0.5,0.7,-0.5
musty,-0.6,0.1,-0.4
mutable,0.2,0.5,0.3
mutilated,-0.6,0.1,-0.4
mutilation,-0.625,0.275,-0.175
mutiny,-0.375,0.55,-0.125
mutter,-0.7,0.7,0.5
muzzle,-0.5,0.7,-0.5
myopia,-0.7,0.15,0.1
mysterious,0.0,0.6333,-0.1
mystery,0.25,0.6,0.1
mystic,0.3,0.7,-0.1
nab,0.3,0.7,-0.1
nag,-0.7,0.7,0.5
nameless,-0.6,0.1,-0.4
nap,0.8,0.6,0.5
napkin,-0.7,-0.4,-0.3
nappy,-0.6,0.1,-0.4
nascent,0.2,0.5,0.3
nasty,-0.625,0.275,-0.175
nation,0.6,0.1,0.2
nausea,-0.6,0.1,-0.4
nauseous,-0.65,-0.15,-0.35
navigable,0.2,0.5,0.3
navigator,0.4,0.3,0.25
necessity,-0.7,-0.4,-0.3
nefarious,-0.375,0.275,-0.325
negation,-0.7,0.7,0.5
negative,-0.7,-0.4,-0.3
neglected,-0.6667,0.1333,-0.0667
negotiate,0.6,0.1,0.2
negro,-0.7,-0.4,-0.3
neighbor,0.4,0.3,0.25
neighborhood,0.2,0.5,0.3
nepotism,-0.6667,0.1333,-0.0667
nervous,-0.15,0.6,-0.1
nervousness,-0.5,0.7,-0.5
nest,0.6,0.1,0.2
nestle,0.6,0.1,0.2
nether,-0.6333,0.3333,-0.1
nettle,-0.65,0.4,0.05
network,0.2,0.5,0.3
neuralgia,-0.6,0.15,-0.4
neurosis,-0.6,0.15,-0.4
neurotic,-0.55,0.4,-0.45
neutral,0.4,0.3,0.25
neutrality,0.6,0.1,0.2
newcomer,-0.1,0.7,-0.3
nicotine,-0.6,0.1,-0.4
nightmare,-0.5,0.7,-0.5
nobility,0.4,0.3,0.25
noble,0.6,0.1,0.2
nobleman,0.6,0.1,0.2
noisy,-0.7,0.7,0.5
noncompliance,-0.425,0.375,0.0
nonsensical,-0.7,-0.4,-0.3
noose,-0.7,-0.4,-0.3
nose,-0.6,0.1,-0.4
notable,0.7,0.35,0.35
notary,0.6,0.1,0.2
nothingness,-0.7,-0.4,-0.3
notification,0.2,0.5,0.3
notoriety,-0.6,0.5,-0.1333
noxious,-0.55,0.4,-0.45
nuisance,-0.7,0.7,0.5
nullify,0.3,0.7,-0.1
numbness,-0.7,-0.4,-0.3
nun,0.6,0.1,0.2
nurse,0.6,0.1,0.2
nursery,0.7,0.35,0.35
nurture,-0.0333,0.45,0.1
nutritious,-0.7,-0.4,-0.3
oasis,0.5333,0.4,0.3333
oath,0.6,0.1,0.2
obedience,0.6,0.1,0.2
obese,-0.6,0.1,-0.4
obesity,-0.65,-0.15,-0.35
obey,0.05,0.4,-0.15
obi,-0.55,0.4,-0.45
obit,-0.2,0.15,-0.2
obituary,-0.7,-0.4,-0.3
objection,-0.7,0.7,0.5
objective,0.4,0.3,0.25
oblige,0.6,0.1,0.2
obliging,0.0143,0.4857,0.0714
obligor,-0.5,0.7,-0.5
obliterate,-0.6333,0.3333,-0.1
obliterated,-0.6,0.7,0.0
obliteration,-0.6,0.15,-0.4
oblivion,-0.6,0.7,0.0
obnoxious,-0.6667,0.1333,-0.0667
obscene,-0.6,0.1,-0.4
obscenity,-0.65,0.4,0.05
obstacle,-0.6333,0.3333,-0.1
obstetrician,0.6,0.1,0.2
obstruct,-0.6,0.7,0.0
obstructive,-0.7,0.7,0.5
obtainable,0.8,0.6,0.5
obvious,0.6,0.1,0.2
occasional,0.3,0.7,-0.1
occult,-0.55,0.4,-0.45
occupant,0.6,0.1,0.2
octopus,-0.6,0.1,-0.4
oddity,-0.3333,0.1333,-0.2667
odious,-0.6,0.5,-0.1333
offend,-0.65,0.4,0.05
offended,-0.7,0.15,0.1
offender,-0.625,0.275,-0.175
offense,-0.625,0.275,-0.175
offensive,-0.65,0.4,0.05
offering,0.6,0.1,0.2
officer,0.6,0.1,0.2
official,0.6,0.1,0.2
offset,0.2,0.5,0.3
ogre,-0.55,0.4,-0.45
older,-0.7,-0.4,-0.3
olfactory,0.2,0.5,0.3
omen,-0.15,0.6,-0.1
ominous,-0.15,0.6,-0.1
omnipotence,-0.5,0.7,-0.5
omniscient,0.6,0.1,0.2
onerous,-0.7,0.15,0.1
ongoing,0.2,0.5,0.3
onset,0.2,0.5,0.3
ooze,-0.6,0.1,-0.4
opera,0.0,0.4143,0.0857
operation,0.05,0.4,-0.15
opinionated,-0.7,0.7,0.5
opium,-0.625,0.275,-0.175
opponent,-0.4,0.5,-0.025
opportune,0.8,0.6,0.5
opportunity,0.2,0.5,0.3
opposed,-0.6,0.7,0.0
opposition,-0.7,0.7,0.5
oppress,-0.625,0.275,-0.175
oppression,-0.625,0.275,-0.175
oppressive,-0.625,0.275,-0.175
oppressor,-0.6333,0.3333,-0.1
optimism,0.475,0.475,0.225
optimist,0.6,0.1,0.2
oracle,0.4,0.3,0.25
orc,-0.6,0.5,-0.1333
orchestra,0.0,0.25,0.225
ordained,0.6,0.1,0.2
ordeal,-0.2,0.7,0.2
ordinance,0.6,0.1,0.2
ordination,0.5333,0.4,0.3333
ordnance,-0.5,0.7,-0.5
organ,0.5,0.55,0.4
organization,0.475,0.475,0.225
orgasm,0.5,0.55,0.4
originality,0.3,0.7,-0.1
orphan,-0.6,0.15,-0.4
orthodoxy,0.6,0.1,0.2
oust,-0.7,0.15,0.1
outburst,-0.16,0.46,0.02
outcast,-0.6,0.1333,-0.4
outcry,-0.3,0.7,-0.0333
outdo,0.2,0.5,0.3
outhouse,-0.6,0.1,-0.4
outpost,-0.5,0.7,-0.5
outrage,-0.65,0.4,0.05
outrageous,0.3,0.7,-0.1
outsider,-0.5,0.7,-0.5
outstanding,0.8,0.6,0.5
ovation,-0.7,-0.4,-0.3
overbearing,-0.7,0.7,0.5
overdue,-0.0667,0.2667,-0.0333
overestimate,0.3,0.7,-0.1
overjoyed,0.8,0.6,0.5
overload,-0.7,-0.4,-0.3
overpowering,-0.6,0.7,0.0
overpriced,-0.6667,0.1333,-0.0667
overt,-0.5,0.7,-0.5
overthrow,-0.15,0.6,-0.1
overture,0.2,0.5,0.3
overwhelmed,-0.7,-0.4,-0.3
owing,-0.2833,0.2833,-0.0333
pact,0.6,0.1,0.2
paddle,0.2,0.5,0.3
pain,-0.6,0.15,-0.4
pained,-0.6,0.15,-0.4
painful,-0.625,0.275,-0.175
painfully,-0.7,-0.4,-0.3
palpable,0.3,0.7,-0.1
palsy,-0.6,0.1333,-0.4
pandemic,-0.6,0.15,-0.4
pang,0.3,0.7,-0.1
panic,-0.5,0.7,-0.5
parachute,-0.5,0.7,-0.5
parade,0.2,0.625,0.05
paragon,0.5333,0.4,0.3333
paralysis,-0.425,0.375,0.0
paralyzed,-0.4,0.425,-0.1
paranoia,-0.5,0.7,-0.5
parasite,-0.55,0.4,-0.45
pare,-0.425,0.375,0.0
parietal,0.6,0.1,0.2
parish,0.6,0.1,0.2
parliament,0.6,0.1,0.2
parole,0.2,0.5,0.3
parrot,-0.6,0.1,-0.4
partake,0.6,0.1,0.2
parting,-0.7,-0.4,-0.3
partnership,0.6,0.1,0.2
passenger,0.2,0.5,0.3
passion,0.5333,0.4,0.3333
passionate,0.5333,0.4,0.3333
pastor,0.7,0.35,0.35
pastry,0.8,0.6,0.5
pathetic,-0.65,-0.15,-0.35
patience,0.4,0.3,0.25
patient,0.2,0.5,0.3
patriarchal,0.6,0.1,0.2
patrol,0.6,0.1,0.2
patron,0.6,0.1,0.2
patronage,0.6,0.1,0.2
patter,-0.7,0.7,0.5
paucity,-0.6667,0.1333,-0.0667
pauper,-0.7,-0.4,-0.3
pavement,0.6,0.1,0.2
pawn,0.6,0.1,0.2
pay,0.5333,0.4,0.3333
payback,-0.7,0.7,0.5
peace,0.5333,0.4,0.3333
peaceful,0.475,0.475,0.225
pedigree,0.6,0.1,0.2
penal,-0.6,0.15,-0.4
penalty,-0.6333,0.3333,-0.1
penance,-0.6,0.15,-0.4
penetration,-0.6,0.7,0.0
penitentiary,-0.7,0.7,0.5
pensive,-0.7,-0.4,-0.3
perceive,0.6,0.1,0.2
perchance,0.3,0.7,-0.1
perdition,-0.625,0.275,-0.175
perennial,0.6,0.1,0.2
perfect,0.5333,0.4,0.3333
perfection,0.475,0.475,0.225
peri,0.3,0.7,-0.1
peril,-0.3333,0.2667,-0.1667
perilous,-0.3333,0.2667,-0.1667
periodicity,0.6,0.1,0.2
perish,-0.6,0.15,-0.4
perished,-0.7,-0.4,-0.3
perishing,-0.6,0.15,-0.4
perjury,-0.1,0.7,-0.3
pernicious,-0.6333,0.3333,-0.1
perpetrator,-0.625,0.275,-0.175
perpetuate,0.2,0.5,0.3
perpetuity,0.4,0.3,0.25
perplexity,-0.7,-0.4,-0.3
persecute,-0.6,0.7,0.0
persecution,-0.625,0.275,-0.175
personal,0.6,0.1,0.2
perspiration,-0.6,0.1,-0.4
persuade,0.6,0.1,0.2
pertinent,0.6,0.1,0.2
perturbation,-0.5,0.7,-0.5
perverse,-0.6,0.5,-0.1333
perversion,-0.6667,0.1333,-0.0667
pervert,-0.65,0.4,0.05
perverted,-0.6,0.1,-0.4
pessimism,-0.6333,0.3333,-0.1
pessimist,-0.6,0.15,-0.4
pest,-0.6,0.5,-0.1333
pestilence,-0.55,0.4,-0.45
petroleum,-0.6,0.1,-0.4
phalanx,0.05,0.4,-0.15
phantom,-0.5,0.7,-0.5
philanthropic,0.6,0.1,0.2
philanthropist,0.6,0.1,0.2
philosopher,0.6,0.1,0.2
phlegm,-0.6,0.1,-0.4
phony,-0.65,0.4,0.05
physician,0.6,0.1,0.2
physicist,0.6,0.1,0.2
picket,-0.3333,0.6333,0.1
picketing,-0.7,0.7,0.5
picnic,0.475,0.475,0.225
picturesque,0.8,0.6,0.5
pig,-0.6,0.1,-0.4
piles,-0.6,0.1,-0.4
pill,0.6,0.1,0.2
pillage,-0.6,0.5,-0.1333
pilot,0.6,0.1,0.2
pimple,-0.6,0.1,-0.4
pine,-0.7,-0.4,-0.3
pinion,-0.5,0.7,-0.5
pious,-0.2333,-0.0667,-0.1667
pique,-0.7,0.7,0.5
pirate,-0.7,0.7,0.5
pitfall,-0.44,0.36,-0.16
pith,0.6,0.1,0.2
pity,-0.7,-0.4,-0.3
pivot,0.6,0.1,0.2
placard,0.3,0.7,-0.1
plagiarism,-0.6,0.1,-0.4
plague,-0.6,0.1333,-0.4
plaintive,-0.7,-0.4,-0.3
plan,0.2,0.5,0.3
planning,0.4,0.3,0.25
playful,0.25,0.525,0.275
playground,0.475,0.475,0.225
playhouse,0.8,0.6,0.5
plea,-0.3333,0.2667,-0.1667
pleasant,0.475,0.475,0.225
pleased,0.8,0.6,0.5
pleasurable,0.8,0.6,0.5
pledge,0.7,0.35,0.35
plight,-0.4,0.225,-0.225
plummet,-0.5,0.7,-0.5
plump,0.2,0.5,0.3
plunder,-0.44,0.36,-0.16
plunge,-0.5,0.7,-0.5
pneumonia,-0.5,0.7,-0.5
poaching,-0.625,0.275,-0.175
pointless,-0.7,-0.4,-0.3
poison,-0.625,0.275,-0.175
poisoned,-0.625,0.275,-0.175
poisoning,-0.6,0.1,-0.4
poisonous,-0.625,0.275,-0.175
poke,0.2,0.5,0.3
polarity,0.3,0.7,-0.1
polemic,-0.65,0.4,0.05
police,0.05,0.4,-0.15
policeman,0.05,0.4,-0.15
policy,0.6,0.1,0.2
polio,-0.6,0.15,-0.4
politic,-0.6,0.1,-0.4
politics,-0.7,0.7,0.5
poll,0.6,0.1,0.2
pollute,-0.6,0.1,-0.4
pollution,-0.6,0.1,-0.4
polygamy,-0.6,0.1,-0.4
pompous,-0.6,0.1,-0.4
pontiff,0.6,0.1,0.2
pop,0.3,0.7,-0.1
porn,-0.6,0.1,-0.4
pornography,-0.6,0.1,-0.4
posse,-0.5,0.7,-0.5
possess,0.5333,0.4,0.3333
possessed,-0.6,0.5,-0.1333
possession,-0.6,0.5,-0.1333
possibility,0.2,0.5,0.3
posthumous,-0.7,-0.4,-0.3
postponement,0.3,0.7,-0.1
pound,-0.7,0.7,0.5
poverty,-0.625,0.275,-0.175
pow,-0.7,0.7,0.5
powerful,-0.0333,0.45,0.1
powerfully,-0.5,0.7,-0.5
powerless,-0.625,0.275,-0.175
practiced,0.5667,0.4667,0.2
practise,0.2,0.5,0.3
praise,0.7,0.35,0.35
praised,0.8,0.6,0.5
praiseworthy,0.475,0.475,0.225
prank,0.3,0.7,-0.1
pray,0.28,0.52,0.08
precarious,-0.3333,0.2667,-0.1667
precedence,0.6,0.1,0.2
precious,0.4333,0.6,0.2333
precipice,-0.5,0.7,-0.5
preclude,-0.7,0.7,0.5
precursor,0.2,0.5,0.3
predicament,-0.5,0.7,-0.5
predict,0.2,0.5,0.3
prediction,0.2,0.5,0.3
predilection,0.2,0.5,0.3
predispose,0.2,0.5,0.3
predominant,0.6,0.1,0.2
prefer,0.6,0.1,0.2
pregnancy,-0.6,0.1,-0.4
prejudice,-0.7,0.7,0.5
prejudiced,-0.55,0.4,-0.45
prejudicial,-0.7,0.7,0.5
preliminary,0.2,0.5,0.3
premature,0.3,0.7,-0.1
premeditated,-0.5,0.7,-0.5
preparation,0.2,0.5,0.3
preparatory,0.2,0.5,0.3
prepare,0.2,0.5,0.3
prepared,0.4,0.3,0.25
preparedness,0.2,0.5,0.3
preponderance,0.6,0.1,0.2
prerequisite,0.2,0.5,0.3
prescient,0.2,0.5,0.3
present,0.475,0.475,0.225
preservative,0.475,0.475,0.225
president,0.6,0.1,0.2
prestige,0.7,0.35,0.35
presto,0.55,0.65,0.2
presumption,0.6,0.1,0.2
presumptuous,-0.65,0.4,0.05
pretending,-0.7,0.7,0.5
pretty,0.5333,0.4,0.3333
prevail,0.5,0.55,0.4
prevalent,0.6,0.1,0.2
prevent,-0.5,0.7,-0.5
prevention,0.2,0.5,0.3
prey,-0.5,0.7,-0.5
prick,-0.375,0.55,-0.125
pride,0.8,0.6,0.5
priest,0.6,0.1,0.2
priesthood,0.225,0.2,0.175
primer,0.6,0.1,0.2
princely,0.475,0.475,0.225
principal,0.6,0.1,0.2
prison,-0.6333,0.3333,-0.1
prisoner,-0.625,0.275,-0.175
privileged,0.7,0.35,0.35
privy,0.6,0.1,0.2
probability,0.2,0.5,0.3
probation,-0.3333,0.2667,-0.1667
probity,0.6,0.1,0.2
problem,-0.6,0.15,-0.4
procedure,-0.5,0.7,-0.5
proceeding,0.2,0.5,0.3
procession,0.1333,0.3,0.0333
proctor,0.6,0.1,0.2
production,0.2,0.5,0.3
profane,-0.7,0.7,0.5
profanity,-0.7,0.7,0.5
professional,0.6,0.1,0.2
professor,0.6,0.1,0.2
professorship,0.6,0.1,0.2
proficiency,0.475,0.475,0.225
proficient,0.6,0.1,0.2
prognosis,-0.15,0.6,-0.1
prognostic,0.2,0.5,0.3
progress,0.5,0.55,0.4
progression,0.225,0.2,0.175
prohibited,-0.6,0.5,-0.1333
projectile,-0.5,0.7,-0.5
projectiles,-0.5,0.7,-0.5
prologue,0.2,0.5,0.3
prolong,-0.6,0.1,-0.4
promise,0.7,0.35,0.35
proof,0.6,0.1,0.2
prophecy,0.2,0.5,0.3
prophet,0.4,0.3,0.25
prophetic,0.2,0.5,0.3
prophylactic,0.4,0.3,0.25
prosecute,-0.6333,0.3333,-0.1
prosecution,-0.6,0.1,-0.4
prospectively,0.2,0.5,0.3
prosper,0.5,0.55,0.4
prosperous,0.8,0.6,0.5
prostitute,-0.6,0.1,-0.4
prostitution,-0.65,-0.15,-0.35
protected,0.6,0.1,0.2
protecting,0.6,0.1,0.2
protector,0.6,0.1,0.2
protestant,-0.5,0.7,-0.5
proud,0.5333,0.4,0.3333
proven,0.6,0.1,0.2
provide,0.6,0.1,0.2
providing,0.5333,0.4,0.3333
proviso,0.6,0.1,0.2
provocation,-0.7,0.7,0.5
provoking,-0.65,0.4,0.05
prowl,-0.1,0.7,-0.3
proxy,0.6,0.1,0.2
prudent,0.6,0.1,0.2
pry,0.0333,0.4333,0.3333
psychosis,-0.6333,0.3333,-0.1
public,0.2,0.5,0.3
puke,-0.6,0.1,-0.4
puma,-0.1,0.7,-0.3
punch,-0.4,0.425,-0.1
punctual,0.4,0.3,0.25
pungent,-0.6,0.1,-0.4
punish,-0.5,0.7,-0.5
punished,-0.46,0.32,-0.08
punishing,-0.6333,0.3333,-0.1
punishment,-0.6,0.5,-0.1333
punitive,-0.6333,0.3333,-0.1
punt,0.2,0.5,0.3
puppy,0.4,0.3,0.25
purely,0.6,0.1,0.2
purgatory,-0.55,0.4,-0.45
purge,-0.5,0.7,-0.5
purification,0.6,0.1,0.2
purify,0.7,0.35,0.35
purity,0.3,0.7,-0.1
purr,0.7,0.35,0.35
pus,-0.6,0.1,-0.4
putative,0.6,0.1,0.2
quack,-0.6,0.1,-0.4
quagmire,-0.6,0.1,-0.4
quail,-0.5,0.7,-0.5
quaint,0.7,0.35,0.35
quake,-0.5,0.7,-0.5
qualified,0.6,0.1,0.2
quandary,-0.6,0.7,0.0
quarantine,-0.5,0.7,-0.5
quarrel,-0.7,0.7,0.5
quash,-0.5,0.7,-0.5
quest,0.2,0.5,0.3
questionable,-0.6,0.1,-0.4
quicken,0.2,0.5,0.3
quickness,0.3,0.7,-0.1
quicksilver,0.3,0.7,-0.1
quiet,-0.7,-0.4,-0.3
quiver,-0.5,0.7,-0.5
quivering,-0.5,0.7,-0.5
quote,0.25,0.6,0.1
rabble,-0.6,0.7,0.0
rabid,-0.46,0.32,-0.08
